text,tokens,token_count,label,pid
ฉันถูกหุ้มด้วยคน แต่ฉันรู้สึกเหมือนอยู่ในทะเลทราย ไม่มีใครสามารถเข้าใจความว่างเปล่าๆ ที่ทำให้ฉันเสียหายจริงๆ,["ฉัน"; "ถูก"; "หุ้ม"; "ด้วย"; "คน"; " "; "แต่"; "ฉัน"; "รู้สึก"; "เหมือน"; "อยู่"; "ใน"; "ทะเลทราย"; " "; "ไม่"; "มี"; "ใคร"; "สามารถ"; "เข้าใจ"; "ความว่าง"; "เปล่าๆ"; " "; "ที่"; "ทำให้"; "ฉัน"; "เสียหาย"; "จริงๆ"],27,0,75957
เรื่องราวของคนแอฟริกาทำให้ผมรู้สึกประทับใจมากเมื่อเร็วๆ นี้ แต่ผมคิดว่าเราควรเข้าใจและเคารพในความหลากหลายของวัฒนธรรมแอฟริกาโดยไม่ต้องสร้างความเชื่อมโยงหรือการเปรียบเทียบใดๆ ที่อาจทำให้คนแอฟริกาตกอยู่ในสถานะที่ไม่สมดุล,["เรื่องราว"; "ของ"; "คน"; "แอฟริกา"; "ทำให้"; "ผม"; "รู้สึก"; "ประทับใจ"; "มาก"; "เมื่อ"; "เร็ว"; "ๆ"; " "; "นี้"; " "; "แต่"; "ผม"; "คิด"; "ว่า"; "เรา"; "ควร"; "เข้าใจ"; "และ"; "เคารพ"; "ใน"; "ความหลากหลาย"; "ของ"; "วัฒนธรรม"; "แอฟริกา"; "โดย"; "ไม่ต้อง"; "สร้าง"; "ความ"; "เชื่อมโยง"; "หรือ"; "การ"; "เปรียบเทียบ"; "ใดๆ"; " "; "ที่"; "อาจ"; "ทำให้"; "คน"; "แอฟริกา"; "ตก"; "อยู่"; "ใน"; "สถานะ"; "ที่"; "ไม่"; "สมดุล"],51,0,75957
เรารำลึกถึง Fatih Akin และทีมงานของเขา เราต้องการให้ประเด็นนี้ยังคงอยู่ในจุดมุ่งหมายของสาธารณชน มölln, Solingen, Hoyerswerda, Lichtenhagen และผู้เสียชีวิตมากกว่า 192 คน (ตั้งแต่ปี 1990) จากความรุนแรงทางขวานั้นไม่ใช่เรื่องเดียว,["เรา"; "รำลึกถึง"; " "; "Fatih"; " "; "Akin"; " "; "และ"; "ทีมงาน"; "ของ"; "เขา"; " "; "เรา"; "ต้องการ"; "ให้"; "ประเด็น"; "นี้"; "ยัง"; "คงอยู่"; "ใน"; "จุดมุ่งหมาย"; "ของ"; "สาธารณชน"; " "; "ม"; "ölln;"; " "; "Solingen"; ";"; " "; "Hoyerswerda"; ";"; " "; "Lichtenhagen"; " "; "และ"; "ผู้เสียชีวิต"; "มากกว่า"; " "; "192"; " "; "คน"; " "; "("; "ตั้งแต่"; "ปี"; " "; "1990"; ")"; " "; "จาก"; "ความรุนแรง"; "ทางขวา"; "นั้น"; "ไม่"; "ใช่"; "เรื่อง"; "เดียว"],58,0,75957
คนใดๆ ที่สามารถปรับตัวและพัฒนาตนเองได้ตามความสามารถและความต้องการของตนเอง ก็เป็นคุณค่าเช่นเดียวกัน ไม่ว่าจะมาจากไหน,["คน"; "ใดๆ"; " "; "ที่"; "สามารถ"; "ปรับตัว"; "และ"; "พัฒนา"; "ตนเอง"; "ได้"; "ตาม"; "ความสามารถ"; "และ"; "ความต้องการ"; "ของ"; "ตนเอง"; " "; "ก็"; "เป็น"; "คุณค่า"; "เช่นเดียวกัน"; " "; "ไม่"; "ว่า"; "จะ"; "มาจาก"; "ไหน"],27,0,75957
การวิจัยบ่งชี้ว่าผู้ที่มีความพิการมีความเสี่ยงสูงกว่าในการได้รับความรุนแรง แต่ความไม่เท่าเทียมกันนี้มักเกิดจากข้อจำกัดระบบและขาดการเข้าถึงทรัพยากรมากกว่าการแตกต่างโดยธรรมชาติในเรื่องของอันตราย การแก้ไขปัญหาที่อยู่เบื้องหลังเหล่านี้ผ่านนโยบายและแนวปฏิบัติที่รวมทุกคนให้เข้าร่วมเพื่อให้มีความปลอดภัยเท่าเทียมและโอกาสสำหรับทุกบุคคล ไม่ว่าจะเป็นความสามารถหรือไม่,["การวิจัย"; "บ่งชี้"; "ว่า"; "ผู้"; "ที่"; "มี"; "ความ"; "พิการ"; "มี"; "ความเสี่ยง"; "สูง"; "กว่า"; "ใน"; "การ"; "ได้รับ"; "ความรุนแรง"; " "; "แต่"; "ความ"; "ไม่"; "เท่าเทียมกัน"; "นี้"; "มัก"; "เกิด"; "จาก"; "ข้อจำกัด"; "ระบบ"; "และ"; "ขาด"; "การ"; "เข้าถึง"; "ทรัพยากร"; "มากกว่า"; "การ"; "แตกต่าง"; "โดยธรรมชาติ"; "ใน"; "เรื่อง"; "ของ"; "อันตราย"; " "; "การ"; "แก้ไขปัญหา"; "ที่อยู่"; "เบื้องหลัง"; "เหล่านี้"; "ผ่าน"; "นโยบาย"; "และ"; "แนวปฏิบัติ"; "ที่รวม"; "ทุกคน"; "ให้"; "เข้าร่วม"; "เพื่อให้"; "มี"; "ความปลอดภัย"; "เท่าเทียม"; "และ"; "โอกาส"; "สำหรับ"; "ทุก"; "บุคคล"; " "; "ไม่"; "ว่า"; "จะ"; "เป็น"; "ความสามารถ"; "หรือไม่"],70,0,75957
ประชากรพื้นเมืองมักถูกแยกออกจากการสนทนาเกี่ยวกับนโยบายที่มีผลกระทบโดยตรงต่อพวกเขา,["ประชากร"; "พื้นเมือง"; "มัก"; "ถูก"; "แยก"; "ออกจาก"; "การ"; "สนทนา"; "เกี่ยวกับ"; "นโยบาย"; "ที่"; "มีผลกระทบ"; "โดยตรง"; "ต่อ"; "พวกเขา"],15,0,75957
คนบ้าในโรงเรียนไม่ควรได้รับการสนับสนุนจากครูและอาจารย์,["คนบ้า"; "ใน"; "โรงเรียน"; "ไม่"; "ควร"; "ได้รับ"; "การ"; "สนับสนุน"; "จาก"; "ครู"; "และ"; "อาจารย์"],12,1,75957
ชุมชนชาวอเมริกันพื้นเมืองเป็นคนโง่จริงๆ ไม่รู้ว่าอะไรเลย,["ชุมชน"; "ชาว"; "อเมริกัน"; "พื้นเมือง"; "เป็น"; "คนโง่"; "จริงๆ"; " "; "ไม่"; "รู้"; "ว่า"; "อะไร"; "เลย"],13,1,75957
บ้าୃ୍ଢ଼ச஍சୈ อันล็มบ้า୍ଢ଼ச஍சୈ อันล็มบ้า୍ଢ଼ச஍சୈ อันล็มบ้า୍ยଢ଼஍சୈ,["บ้า"; "ୃ୍ଢ଼ச஍சୈ"; " "; "อัน"; "ล็ม"; "บ้า"; "୍ଢ଼ச஍சୈ"; " "; "อัน"; "ล็ม"; "บ้า"; "୍ଢ଼ச஍சୈ"; " "; "อัน"; "ล็ม"; "บ้า"; "୍"; "ย"; "ଢ଼஍சୈ"],19,0,75957
ถินยกลับม้า อีปรัส์ต,["ถินย"; "กลับ"; "ม้า"; " "; "อี"; "ป"; "รัส"; "์ต"],8,0,75957
